claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-990,many of south Florida s drainage systems and seawalls are no longer enough,evidence-700100,Kuhmo s eastern border is located at a drainage divider and town area belongs to drainage basin of Oulujärvi,NOT_ENOUGH_INFO
claim-990,many of south Florida s drainage systems and seawalls are no longer enough,evidence-486880,"The bridge makes up a section of the East Coast Greenway a 3,000 mile long system of trails connecting Calais Maine to Key West Florida",NOT_ENOUGH_INFO
claim-710,With marine ice cliff instability sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago,evidence-626101,"As the great ice sheets began to melt around 11,000 years ago the sea level started to rise",NOT_ENOUGH_INFO
claim-710,With marine ice cliff instability sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago,evidence-820522,Although previously it was thought that the polar ice caps were not contributing heavily to sea level rise IPCC 2007 recent studies have confirmed that both Antarctica and Greenland are contributing a year each to global sea level rise,NOT_ENOUGH_INFO
claim-710,With marine ice cliff instability sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago,evidence-126945,As land ice melts and causes eustatic sea level rise it can also potentially induce earthquakes as a result of post-glacial rebound which further disrupts glaciers and ice shelves,NOT_ENOUGH_INFO
claim-710,With marine ice cliff instability sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago,evidence-895010,"Sea levels rose quickly during the Mount Taylor period from about seven meters below 20th century levels about 7,000 14C years ago to close to current levels 6,000 years ago sea levels have been both higher and lower than that in the last 6,000 14C years",NOT_ENOUGH_INFO
claim-710,With marine ice cliff instability sea-level rise for the next century is potentially much larger than we thought it might be five or 10 years ago,evidence-388876,Secondly melting of the ice shelves the floating extensions of the ice sheet leads to a process named the Marine Ice Cliff Instability,NOT_ENOUGH_INFO
claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880,evidence-172552,Reliable global records of climate only began in the 1880s and proxies provide the only means for scientists to determine climatic patterns before record-keeping began,SUPPORTS
claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880,evidence-545249,Reliable global records of climate only began in the 1880s and proxies provide the only means for scientists to determine climatic patterns before record-keeping began,SUPPORTS
claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880,evidence-7473,Ice sheet models project that such a warming would initiate the long-term melting of the ice sheet leading to a complete melting of the ice sheet over centuries resulting in a global sea level rise of about 7 metres 23 ft,SUPPORTS
claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880,evidence-869636,The melting of the polar ice caps combined with thermal expansion will lead to rises in sea levels that may impact adversely on our coastal cities,SUPPORTS
claim-272,The melting ice has led to global sea level rise of around eight inches since reliable record keeping began in 1880,evidence-1196519,Warming of the climate system is unequivocal as is now evident from observations of increases in global average air and ocean temperatures widespread melting of snow and ice and rising global average sea level,SUPPORTS
claim-401,On Feb. 7 several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record,evidence-1108283,The preliminary results of an assessment carried out by the Berkeley Earth Surface Temperature group and made public in October 2011 found that over the past 50 years the land surface warmed by 0.911 and their results mirrors those obtained from earlier studies carried out by the NOAA the Hadley Centre and NASA GISS,SUPPORTS
claim-401,On Feb. 7 several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record,evidence-490170,In response to NOAA and NASA reports that 2014 had been the warmest year globally in the temperature record he said we had the coldest in the western hemisphere in the same time frame and attributed changes to a 30-year cycle not human activities,SUPPORTS
claim-401,On Feb. 7 several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record,evidence-1087382,In January 2017 several scientific agencies around the world including NASA and the NOAA in the United States and the Met Office in the United Kingdom named 2016 the warmest year recorded,SUPPORTS
claim-401,On Feb. 7 several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record,evidence-1113083,NASA NOAA Analyses Reveal Record-Shattering Global Warm Temperatures in 2015,SUPPORTS
claim-401,On Feb. 7 several major newspapers carried stories of the declaration by NASA and NOAA that the past five years have been the warmest on record,evidence-635308,The Berkeley Earth group concluded that the warming trend is real that over the past 50 years between the decades of the 1950s and 2000s the land surface warmed by 0.91 0.05 C and their results mirror those obtained from earlier studies carried out by the U.S. National Oceanic and Atmospheric Administration NOAA the Hadley Centre NASA Goddard Institute for Space Studies GISS Surface Temperature Analysis and the Climatic Research Unit CRU at the University of East Anglia,SUPPORTS
claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth s polar ice sheets,evidence-18442,An even more recent study of the contributions to global sea level due to melting of the two large ice sheets based on satellite measurements of gravity fluctuations suggests that the melting of these alone are causing global sea level to about 1 mm/yr,NOT_ENOUGH_INFO
claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth s polar ice sheets,evidence-7473,Ice sheet models project that such a warming would initiate the long-term melting of the ice sheet leading to a complete melting of the ice sheet over centuries resulting in a global sea level rise of about 7 metres 23 ft,NOT_ENOUGH_INFO
claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth s polar ice sheets,evidence-555453,Regime shifts in polar regions include the melting of the Greenland ice sheet and the possible collapse of the thermohaline circulation system,NOT_ENOUGH_INFO
claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth s polar ice sheets,evidence-605242,An ice age is a long period of reduction in the temperature of the Earth surface and atmosphere resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers,NOT_ENOUGH_INFO
claim-1473,A series of just-released studies by working-level scientists prove that geological and not atmospheric forces are responsible for melting of Earth s polar ice sheets,evidence-869636,The melting of the polar ice caps combined with thermal expansion will lead to rises in sea levels that may impact adversely on our coastal cities,NOT_ENOUGH_INFO
claim-2600,We have been grossly misled to think there is tens of thousands of times as much CO2 as there is,evidence-815314,Soot and ash at levels tens of thousands times normal levels were found with the above,NOT_ENOUGH_INFO
claim-2600,We have been grossly misled to think there is tens of thousands of times as much CO2 as there is,evidence-417122,On timescales longer than tens of years it may still be necessary to sustain net negative CO2 emissions and/or further reduce non-CO2 radiative forcing in order to,NOT_ENOUGH_INFO
claim-2600,We have been grossly misled to think there is tens of thousands of times as much CO2 as there is,evidence-874115,Ten Thousand Buddhas Monastery in Hong Kong,NOT_ENOUGH_INFO
claim-2600,We have been grossly misled to think there is tens of thousands of times as much CO2 as there is,evidence-206970,Although Jackie Chan only has a cameo appearance in this film some DVD covers prominently featured Chan misleading audience to think that he was one of the main characters,NOT_ENOUGH_INFO
claim-2600,We have been grossly misled to think there is tens of thousands of times as much CO2 as there is,evidence-478699,During construction ten towns and eighty villages were submerged and over fifty thousand people were relocated,NOT_ENOUGH_INFO
claim-2710,Wind energy is a more expensive way of producing energy than the alternative,evidence-1111315,More recently it has been considered as a way to store energy produced from solar or wind power,DISPUTED
claim-2710,Wind energy is a more expensive way of producing energy than the alternative,evidence-707181,Between the alternative sources of energy are solar energy hydroelectricity marine energy wind energy geothermal energy biofuels ethanol and Hydrogen,DISPUTED
claim-2710,Wind energy is a more expensive way of producing energy than the alternative,evidence-654386,In 2011 the 120-member Irish Academy of Engineering described wind as an extremely expensive way of reducing greenhouse gas emissions when compared to other alternatives like conservation nuclear energy or the Corrib gas project and Liquified Gas tanker imports at Shannon concluding that the suggestion of 40 grid penetration by wind is unrealistic,DISPUTED
claim-2710,Wind energy is a more expensive way of producing energy than the alternative,evidence-1099672,The alternatives to nuclear power efficient energy use and renewable energy especially wind power have been further developed and commercialised,DISPUTED
claim-2710,Wind energy is a more expensive way of producing energy than the alternative,evidence-54629,the transition from coal oil and gas to wind solar and geothermal energy is well under way,DISPUTED
claim-2613,CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend,evidence-331582,Although development aid rose in 2013 to the highest level ever recorded a trend of a falling share of aid going to the neediest sub-Saharan African countries continued,SUPPORTS
claim-2613,CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend,evidence-596510,The report states that this is being caused by a variety of drivers operating at a range of levels and more specifically that major global trends such as changes in climate international markets and demography give rise to more immediate drivers such as land-use change pollution and overuse of external inputs overharvesting and the proliferation of invasive species,SUPPORTS
claim-2613,CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend,evidence-1101667,The Minister for Climate Change James Shaw said that the Report has laid out a strong case for countries to make every effort to limit temperature rise to 1.5° Celsius above pre-industrial levels,SUPPORTS
claim-2613,CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend,evidence-548766,Due to the increase in temperature of the soil CO2 levels in our atmosphere increase and as such the mean average temperature of the Earth is rising,SUPPORTS
claim-2613,CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend,evidence-665314,Some of the graphs show a positive trend e.g. increasing temperature over land and the ocean and sea level rise,SUPPORTS
claim-2081,Heat waves have been decreasing since the 1930s in the U.S. and globally,evidence-667754,Massive heat waves across North America were persistent in the 1930s many mid-Atlantic/Ohio valley states recorded their highest temperatures during July 1934,REFUTES
claim-2081,Heat waves have been decreasing since the 1930s in the U.S. and globally,evidence-57400,As the stimulus increases the amplitude of the F-wave increases only slightly and the H-wave decreases and at supramaximal stimulus the H-wave will disappear,REFUTES
claim-2081,Heat waves have been decreasing since the 1930s in the U.S. and globally,evidence-482130,The famous heat wave events of Chicago in 1995 and the European heat wave of 2003 regions will experience longer more frequent and more intense heat waves in the latter 21st century,REFUTES
claim-2081,Heat waves have been decreasing since the 1930s in the U.S. and globally,evidence-1043850,The heat wave broke a number of records for extended periods of heat,REFUTES
claim-2081,Heat waves have been decreasing since the 1930s in the U.S. and globally,evidence-1105695,Increased wave propagation speed and decreased dampening of vibration,REFUTES
claim-496,Nine years into that 11-year hurricane drought a NASA scientist computed it as a 1-in-177-year event,evidence-648764,On 12 November 2015 NASA scientists reported that carbon dioxide in the atmosphere from human sources continues to increase reaching levels not seen in hundreds of thousands of years,NOT_ENOUGH_INFO
claim-496,Nine years into that 11-year hurricane drought a NASA scientist computed it as a 1-in-177-year event,evidence-960343,Timeline of computing presents events in the history of computing organized by year and grouped into six topic areas predictions and concepts first use and inventions hardware systems and processors operating systems programming languages and new application areas,NOT_ENOUGH_INFO
claim-496,Nine years into that 11-year hurricane drought a NASA scientist computed it as a 1-in-177-year event,evidence-858598,Additionally the Clippers have never won league or Conference titles let alone play in either title game in their 45-year history they have been to the western finals 1 time and the 30-year drought between winning a playoffs round is the longest in league history,NOT_ENOUGH_INFO
claim-496,Nine years into that 11-year hurricane drought a NASA scientist computed it as a 1-in-177-year event,evidence-253026,There were increasing heatwaves and drought problems in the summer of 1988 and NASA climate scientist James Hansen testimony in the U.S. Senate sparked worldwide interest,NOT_ENOUGH_INFO
claim-496,Nine years into that 11-year hurricane drought a NASA scientist computed it as a 1-in-177-year event,evidence-129503,As with all probabilistic events it is possible though improbable to have multiple 1 in 100 Year Storms in a single year,NOT_ENOUGH_INFO
claim-2263,They all confirm the original hockey stick conclusion the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920,evidence-529426,The New York Times highlighted their finding that the 20th century had been the warmest century in 600 years quoting Mann saying that Our conclusion was that the warming of the past few decades appears to be closely tied to emission of greenhouse gases by humans and not any of the natural factors,SUPPORTS
claim-2263,They all confirm the original hockey stick conclusion the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920,evidence-937622,Preceding this was a warm period centered around A.D. 1000 which was warmer than the late 20th century by approximately 1°C,SUPPORTS
claim-2263,They all confirm the original hockey stick conclusion the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920,evidence-544804,The reconstruction found significant variability around a long-term cooling trend of per century as expected from orbital forcing interrupted in the 20th century by rapid warming which stood out from the whole period with the 1990s the warmest decade and 1998 the warmest year at moderately high levels of confidence,SUPPORTS
claim-2263,They all confirm the original hockey stick conclusion the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920,evidence-939303,The current scientific opinion on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm,SUPPORTS
claim-2263,They all confirm the original hockey stick conclusion the 20th century is the warmest in the last 1000 years and that warming was most dramatic after 1920,evidence-957593,The current scientific consensus on climate change is that the Earth underwent global warming throughout the 20th century and continues to warm,SUPPORTS
claim-920,If those emissions continue unchecked and the world is allowed to heat up enough scientists have no doubt that large parts of Antarctica will melt into the sea,evidence-1051569,The lead scientist Eric Rignot told CNN melting is taking place in the most vulnerable parts of Antarctica parts that hold the potential for multiple meters of sea level rise in the coming century or two,SUPPORTS
claim-920,If those emissions continue unchecked and the world is allowed to heat up enough scientists have no doubt that large parts of Antarctica will melt into the sea,evidence-1077784,More islets are likely to appear as the sheet of frozen water covering the world largest island continues to melt,SUPPORTS
claim-920,If those emissions continue unchecked and the world is allowed to heat up enough scientists have no doubt that large parts of Antarctica will melt into the sea,evidence-797505,Recent global warming has caused mountain glaciers and the ice sheets in Greenland and Antarctica to melt and global sea level to rise,SUPPORTS
claim-920,If those emissions continue unchecked and the world is allowed to heat up enough scientists have no doubt that large parts of Antarctica will melt into the sea,evidence-653981,This could lead to changing and for all emissions scenarios more unpredictable weather patterns around the world less frost days more extreme events droughts and storm or flood disasters and warmer sea temperatures and melting glaciers causing sea levels to rise,SUPPORTS
claim-920,If those emissions continue unchecked and the world is allowed to heat up enough scientists have no doubt that large parts of Antarctica will melt into the sea,evidence-743567,Around 90 of the Earth ice mass is in Antarctica which if melted would cause sea levels to rise by 58 meters,SUPPORTS
claim-1430,Seventeen of the 18 warmest years have occurred since 2000,evidence-319975,2016 record meant that 16 of the 17 warmest years have occurred since 2000 2017 being the third-hottest year on record meant that 17 of the last 18 warmest years have occurred since 2000,NOT_ENOUGH_INFO
claim-1430,Seventeen of the 18 warmest years have occurred since 2000,evidence-452830,Four of the warmest 7 years since 1889 occurred after the year 2000 2000 2001 2007 and 2008,NOT_ENOUGH_INFO
claim-1430,Seventeen of the 18 warmest years have occurred since 2000,evidence-496214,Lastly seven of the eight warmest years on record have occurred since 2001 and the 10 warmest years have all occurred since 1995,NOT_ENOUGH_INFO
claim-1430,Seventeen of the 18 warmest years have occurred since 2000,evidence-682177,In December 2009 the World Meteorological Organization WMO announced that the 2000s may have been the warmest decade since records began in 1850 with four of the five warmest years since 1850 having occurred in this decade,NOT_ENOUGH_INFO
claim-1430,Seventeen of the 18 warmest years have occurred since 2000,evidence-300088,A sharp increase in average SSTs within the Western Pacific warm pool by more than 0.25 in 2000 which has since stabilized occurred as the cold point temperature of the study area at the tropopause experienced a significant reduction,NOT_ENOUGH_INFO
claim-2762,One more decade of business as usual will make this impossible,evidence-832140,They predict that under a business as usual BAU scenario global mean temperature will increase by about 0.3 per decade during the 21st century,NOT_ENOUGH_INFO
claim-2762,One more decade of business as usual will make this impossible,evidence-315329,However this was soon rescinded and there was instead an emphasis placed on business as usual through the war,NOT_ENOUGH_INFO
claim-2762,One more decade of business as usual will make this impossible,evidence-654001,Assuming the alternate scenario the situation would not be good but it would be much worse for business as usual,NOT_ENOUGH_INFO
claim-2762,One more decade of business as usual will make this impossible,evidence-551672,Its impact on business was forecast to be 0.1 0.2 lower than the business as usual scenario,NOT_ENOUGH_INFO
claim-2762,One more decade of business as usual will make this impossible,evidence-476811,This activity can be quite profitable since the prime targets are decades-old trees of a size and species difficult or impossible to find in their natural habitat,NOT_ENOUGH_INFO
claim-1360,In fact the trend while not statistically significant is downward,evidence-761355,Globally there has been no statistically significant overall trend in precipitation over the past century although trends have varied widely by region and over time,SUPPORTS
claim-1360,In fact the trend while not statistically significant is downward,evidence-829725,Globally there has been no statistically significant overall trend in precipitation over the past century although trends have varied widely by region and over time,SUPPORTS
claim-1360,In fact the trend while not statistically significant is downward,evidence-564624,In January 1999 contrarian Patrick Michaels wrote a commentary offering to take even money that the 10 years ending on December 31 2007 will show a statistically significant global cooling trend in temperatures measured by satellite on the basis of his view that record temperatures in 1998 had been a blip,SUPPORTS
claim-1360,In fact the trend while not statistically significant is downward,evidence-826177,The result is statistically significant by the standards of the study when p,SUPPORTS
claim-1360,In fact the trend while not statistically significant is downward,evidence-583193,Recent weekly data shows a downward trend for desktops,SUPPORTS
claim-1910,It takes as much energy to make a solar panel as it likely generates in its entire life,evidence-787741,Photovoltaic solar panels absorb sunlight as a source of energy to generate direct current electricity,NOT_ENOUGH_INFO
claim-1910,It takes as much energy to make a solar panel as it likely generates in its entire life,evidence-989920,Similarly water and air flow energy that drives hydro and wind turbines and sunlight that powers solar panels are not taken as PE but as PE sources,NOT_ENOUGH_INFO
claim-1910,It takes as much energy to make a solar panel as it likely generates in its entire life,evidence-1089194,These cells are assembled into solar panels as part of a photovoltaic system to generate solar power from sunlight,NOT_ENOUGH_INFO
claim-1910,It takes as much energy to make a solar panel as it likely generates in its entire life,evidence-1043567,Briefly speaking this system generates electricity from solar power and then stores it for whole day family energy use realizing a non-contamination non-emission life style,NOT_ENOUGH_INFO
claim-1910,It takes as much energy to make a solar panel as it likely generates in its entire life,evidence-767576,The satellite will be powered by six solar panels which together will generate 10 kW of solar power,NOT_ENOUGH_INFO
claim-1622,Postma disproved the greenhouse effect,evidence-256785,Hansen testified that Global warming has reached a level such that we can ascribe with a high degree of confidence a cause and effect relationship between the greenhouse effect and observed warming It is already happening now and The greenhouse effect has been detected and it is changing our climate now We already reached the point where the greenhouse effect is important,NOT_ENOUGH_INFO
claim-1622,Postma disproved the greenhouse effect,evidence-419043,Conversely the low concentration of CFCs allow their effects to increase linearly with mass so that chlorofluorocarbons are greenhouse gases with a much higher potential to enhance the greenhouse effect than CO,NOT_ENOUGH_INFO
claim-1622,Postma disproved the greenhouse effect,evidence-1082770,It also creates a cooling effect and this may have partially masked the effect of greenhouse gases on global warming,NOT_ENOUGH_INFO
claim-1622,Postma disproved the greenhouse effect,evidence-578065,Ball rejects not only CO2 greenhouse gas–induced climate change but the existence of the CO2 greenhouse effect itself,NOT_ENOUGH_INFO
claim-1622,Postma disproved the greenhouse effect,evidence-665317,This supplemental heating is the natural greenhouse effect,NOT_ENOUGH_INFO
claim-220,Hurricane Harvey gave Houston and the surrounding region a 125 billion lesson about the costs of misjudging the potential for floods,evidence-1208019,Preliminary reporting from the National Oceanic and Atmospheric Administration set a more concrete total at 125 billion making Harvey the 2nd costliest tropical cyclone on record behind Hurricane Katrina with 2017 costs of 161 billion after adjusting for inflation,SUPPORTS
claim-220,Hurricane Harvey gave Houston and the surrounding region a 125 billion lesson about the costs of misjudging the potential for floods,evidence-413557,Hurricane Harvey was year costliest U.S. disaster at 125 billion in damages,SUPPORTS
claim-220,Hurricane Harvey gave Houston and the surrounding region a 125 billion lesson about the costs of misjudging the potential for floods,evidence-907165,It is tied with 2005 Hurricane Katrina as the costliest tropical cyclone on record inflicting 125 billion 2017 USD in damage primarily from catastrophic rainfall-triggered flooding in the Houston metropolitan area and Southeast Texas,SUPPORTS
claim-220,Hurricane Harvey gave Houston and the surrounding region a 125 billion lesson about the costs of misjudging the potential for floods,evidence-417923,The damage for the Houston area is estimated at up to 125 billion U.S. dollars and it is considered to be one of the worst natural disasters in the history of the United States with the death toll exceeding 70 people,SUPPORTS
claim-220,Hurricane Harvey gave Houston and the surrounding region a 125 billion lesson about the costs of misjudging the potential for floods,evidence-1196794,It struck Galveston and Houston Texas directly causing 2.6 billion 1983 USD US in damage and killing 21 people this made it the worst Texas hurricane since Hurricane Carla in 1961,SUPPORTS
claim-914,The Clean Power Plan a major component of fulfilling the agreement would spike energy costs for working and middle-class Texans by 16 by 2030 according to the Economic Reliability Council of Texas,evidence-526356,"According to Energy Innovation s Energy Policy Simulator a repeal of the Clean Power Plan would lead to an increase in carbon dioxide emissions of more than 500 million metric tons by 2030 and by 2050 that figure would rise to more than 1,200 million metric tons",DISPUTED
claim-914,The Clean Power Plan a major component of fulfilling the agreement would spike energy costs for working and middle-class Texans by 16 by 2030 according to the Economic Reliability Council of Texas,evidence-1180196,Many members of the Green party have also attacked the plan due to its cutting of multiple parts of their plan such as the elimination of nuclear power and jobs guarantee and the changing of the goal from a one hundred percent clean renewable energy economy by 2030 to the elimination of the U.S. carbon footprint by 2030,DISPUTED
claim-914,The Clean Power Plan a major component of fulfilling the agreement would spike energy costs for working and middle-class Texans by 16 by 2030 according to the Economic Reliability Council of Texas,evidence-19522,The plan would create 30 percent more renewable energy generation in 2030 and help to lower the costs of renewable energy,DISPUTED
claim-914,The Clean Power Plan a major component of fulfilling the agreement would spike energy costs for working and middle-class Texans by 16 by 2030 according to the Economic Reliability Council of Texas,evidence-914292,According to the subsequent Federal Energy Regulatory Commission investigation and report numerous energy trading companies many based in Texas such as Enron Corporation illegally restricted their supply to the point where the spikes in power usage would cause blackouts,DISPUTED
claim-914,The Clean Power Plan a major component of fulfilling the agreement would spike energy costs for working and middle-class Texans by 16 by 2030 according to the Economic Reliability Council of Texas,evidence-278266,According to Mark Z. Jacobson a program of subsidization balanced against expected flood costs could pay for conversion to 100 renewable power by 2030,DISPUTED
claim-800,The report published in the journal Nature Geoscience on September 18 acknowledges that most of the models of warming trends failed to predict the slowdown in warming post-2000 resulting in less pronounced warming than predicted and thus more room in the CO2 emissions budget for the coming decades,evidence-942360,A novel probabilistic forecast system predicting anomalously warm 2018–2022 reinforcing the long-term global warming trend,NOT_ENOUGH_INFO
claim-800,The report published in the journal Nature Geoscience on September 18 acknowledges that most of the models of warming trends failed to predict the slowdown in warming post-2000 resulting in less pronounced warming than predicted and thus more room in the CO2 emissions budget for the coming decades,evidence-928328,Right now all climate models predict that clouds will amplify warming,NOT_ENOUGH_INFO
claim-800,The report published in the journal Nature Geoscience on September 18 acknowledges that most of the models of warming trends failed to predict the slowdown in warming post-2000 resulting in less pronounced warming than predicted and thus more room in the CO2 emissions budget for the coming decades,evidence-720397,I betting that if the climate models were made to behave the way we see these clouds behave in nature it would substantially reduce the amount of climate change the models predict for the coming decades,NOT_ENOUGH_INFO
claim-800,The report published in the journal Nature Geoscience on September 18 acknowledges that most of the models of warming trends failed to predict the slowdown in warming post-2000 resulting in less pronounced warming than predicted and thus more room in the CO2 emissions budget for the coming decades,evidence-980959,However the report also observed that the rate of warming over the period 1998–2012 was lower than that predicted by 111 out of 114 Coupled Model Intercomparison Project climate models,NOT_ENOUGH_INFO
claim-800,The report published in the journal Nature Geoscience on September 18 acknowledges that most of the models of warming trends failed to predict the slowdown in warming post-2000 resulting in less pronounced warming than predicted and thus more room in the CO2 emissions budget for the coming decades,evidence-766492,In the tropics all models predicted that with a rise in greenhouse gases the troposphere would be expected to warm more rapidly than the surface,NOT_ENOUGH_INFO
claim-2359,"Therefore human emissions upset the natural balance rising CO2 to levels not seen in at least 800,000 years",evidence-659240,IPM attempts to recognize the more widespread impacts of an action on an ecosystem so that natural balances are not upset,SUPPORTS
claim-2359,"Therefore human emissions upset the natural balance rising CO2 to levels not seen in at least 800,000 years",evidence-979052,CO2 emissions are continuing to rise due to the burning of fossil fuels and land-use change,SUPPORTS
claim-2359,"Therefore human emissions upset the natural balance rising CO2 to levels not seen in at least 800,000 years",evidence-299295,While absorption and release is always happening as a result of natural processes the recent rise in levels in the atmosphere is known to be mainly due to human anthropogenic activity,SUPPORTS
claim-2359,"Therefore human emissions upset the natural balance rising CO2 to levels not seen in at least 800,000 years",evidence-363469,The issues surrounding global warming commonly included are emissions and the emission of other greenhouse gases the melting of the polar ice caps sea-level rise natural disasters and massive changes to lifestyles caused by global warming,SUPPORTS
claim-2359,"Therefore human emissions upset the natural balance rising CO2 to levels not seen in at least 800,000 years",evidence-1009072,Anthropogenic carbon emissions exceed the amount that can be taken up or balanced out by natural sinks,SUPPORTS
claim-554,The heaviest precipitation events will become more frequent and more extreme,evidence-598028,Over most of the mid-latitude land masses and wet tropical regions extreme precipitation events will very likely become more intense and frequent,SUPPORTS
claim-554,The heaviest precipitation events will become more frequent and more extreme,evidence-1091550,The effects of global warming include rising sea levels regional changes in precipitation more frequent extreme weather events such as heat waves and expansion of deserts,SUPPORTS
claim-554,The heaviest precipitation events will become more frequent and more extreme,evidence-52911,For example the average sea level in a port might not be as important as the height of water during a storm surge which causes flooding the average rainfall in an area might not be as important as how frequent and severe droughts and extreme precipitation events become,SUPPORTS
claim-554,The heaviest precipitation events will become more frequent and more extreme,evidence-939493,Other likely changes include more frequent extreme weather events such as heat waves droughts wildfires heavy rainfall with floods and heavy snowfall ocean acidification and massive extinctions of species due to shifting temperature regimes,SUPPORTS
claim-554,The heaviest precipitation events will become more frequent and more extreme,evidence-577962,land than over the ocean and it correlates with temperature extremes which are projected to warm up to twice more on land than the global mean surface temperature as well as precipitation extremes both heavy rain and droughts,SUPPORTS
claim-1987,The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obama Clean Power Plan would even save through 2030,evidence-825299,In 2014 President Barack Obama proposed a series of Environmental Protection Agency EPA regulations known as the Clean Power Plan that would reduce carbon pollution from coal-fired power plants,NOT_ENOUGH_INFO
claim-1987,The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obama Clean Power Plan would even save through 2030,evidence-1175010,The Clean Power Plan was an Obama administration policy aimed at combating global warming that was first proposed in 2014,NOT_ENOUGH_INFO
claim-1987,The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obama Clean Power Plan would even save through 2030,evidence-485241,In 2015 Obama also announced the Clean Power Plan which is the final version of regulations originally proposed by the EPA the previous year and which pertains to carbon dioxide emissions from power plants,NOT_ENOUGH_INFO
claim-1987,The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obama Clean Power Plan would even save through 2030,evidence-1185776,The Obama administration designed the plan to lower the carbon dioxide emitted by power generators,NOT_ENOUGH_INFO
claim-1987,The Obama administration is proposing to mine another 10 billion tons of Wyoming coal which would unleash three times more carbon pollution than Obama Clean Power Plan would even save through 2030,evidence-1018376,The Clean Power Plan was an Obama administration policy aimed at combating anthropogenic climate change global warming that was first proposed by the Environmental Protection Agency EPA in June 2014,NOT_ENOUGH_INFO
claim-2694,The Independent Climate Change Email Review investigated the CRU scientists actions relating to peer review,evidence-706024,The NIPCC calls itself an international coalition of scientists convened to provide an independent examination of the evidence available on the causes and consequences of climate change in the published peer-reviewed literature examined without bias and selectivity,SUPPORTS
claim-2694,The Independent Climate Change Email Review investigated the CRU scientists actions relating to peer review,evidence-630022,The Independent Climate Change Email Review report was published on 7 July 2010,SUPPORTS
claim-2694,The Independent Climate Change Email Review investigated the CRU scientists actions relating to peer review,evidence-392883,Since 2008 Heartland has published the work of the Nongovernmental International Panel on Climate Change NIPCC an international group of scientists who analyze the work of the Intergovernmental Panel on Climate Change IPCC and other published peer-reviewed studies that relate to climate change,SUPPORTS
claim-2694,The Independent Climate Change Email Review investigated the CRU scientists actions relating to peer review,evidence-348086,On 22 March 2010 the university announced the composition of an independent Science Assessment Panel to reassess key CRU papers that have already been peer-reviewed and published in journals,SUPPORTS
claim-2694,The Independent Climate Change Email Review investigated the CRU scientists actions relating to peer review,evidence-534027,Climate scientists at the CRU and elsewhere received numerous threatening and abusive emails in the wake of the initial incidents,SUPPORTS
claim-2571,The error was incorrect citation failing to mention the peer-reviewed papers where the data came from,evidence-1083799,He is also an author of over 150 peer-reviewed articles with the Why and where A characterization of data provenance as of 2013 he received 810 citations,NOT_ENOUGH_INFO
claim-2571,The error was incorrect citation failing to mention the peer-reviewed papers where the data came from,evidence-347965,The report issued on 18 February 2011 cleared the researchers and did not find any evidence that NOAA inappropriately manipulated data or failed to adhere to appropriate peer review procedures,NOT_ENOUGH_INFO
claim-2571,The error was incorrect citation failing to mention the peer-reviewed papers where the data came from,evidence-673310,The journal is also referenced in Scopus an abstract and citation database of peer-reviewed literature,NOT_ENOUGH_INFO
